dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports
0.637763,tcp,ftp-data,FIN,8,10,364,3754,26.655669,62,252,4001.486328,42385.64844,1,3,90.978859,64.742222,5958.843748,4998.613958,255,1505436525,2919390296,255,0.114428,0.055082,0.059346,46,375,0,0,2,1,2,1,1,2,0,0,0,2,1,0
1.393644,tcp,http,FIN,14,10,2354,2134,16.503498,254,252,12548.39844,11027.20703,4,3,104.737382,147.184,5351.678933,202.694813,255,4161235181,3374562163,255,0.218242,0.068978,0.149264,168,213,1,285,2,1,1,1,1,1,0,0,1,2,1,0
8.00E-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,5.70E+07,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,17,2,17,17,17,17,0,0,0,17,17,0
2.996285,tcp,-,FIN,20,38,1082,32478,19.023558,62,252,2744.732178,84435.22656,6,17,157.699211,74.784461,8158.244185,5514.115158,255,2043104421,922202917,255,0.262011,0.152113,0.109898,54,855,0,0,1,1,1,1,1,1,0,0,0,2,1,0
0.752729,tcp,-,FIN,60,14,68187,612,96.980454,254,252,712617.6875,6047.329102,27,1,12.298203,54.383461,1286.082339,68.110461,255,3328951091,3556891481,255,0.105221,0.045734,0.059487,1136,44,1,0,3,1,1,1,1,3,0,0,1,1,4,0
6.00E-06,udp,-,INT,2,0,104,0,166666.6608,254,0,69333328,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,52,0,0,0,8,2,2,2,1,8,0,0,0,2,8,0
9.00E-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,31,2,31,31,17,31,0,0,0,31,31,0
9.00E-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,16,2,14,14,14,16,0,0,0,14,16,0
3.00E-06,udp,-,INT,2,0,78,0,333333.3215,254,0,1.04E+08,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,39,0,0,0,15,2,3,2,1,15,0,0,0,3,15,0
1.00E-05,unas,-,INT,2,0,200,0,100000.0025,254,0,8.00E+07,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,100,0,0,0,9,2,6,4,4,13,0,0,0,6,9,0
1.00E-06,sctp,-,INT,2,0,78,0,1000000.003,254,0,3.12E+08,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,39,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0
59.9935,arp,-,INT,2,0,92,0,0.016668,0,0,6.133998,0,0,0,60000.712,0,21.727801,0,0,0,0,0,0,0,0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1
0.199055,tcp,http,FIN,10,6,2648,268,75.356057,254,252,95812.71094,9002.537109,2,1,22.117222,25.7786,1130.505713,44.825707,255,1189865235,2791319233,255,0.072928,0.058638,0.01429,265,45,1,0,1,1,1,1,1,1,0,0,1,2,1,0
9.00E-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,1,1,1,4,0,0,0,18,4,0
0.263589,tcp,http,FIN,10,8,842,1938,64.494347,62,252,23005.51367,51474.07813,2,2,29.287667,36.66057,1439.537545,53.250937,255,326427202,3041986657,255,0.051292,0.006308,0.044984,84,242,1,560,1,1,1,1,1,1,0,0,1,1,1,0
9.00E-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,33,2,33,33,16,33,0,0,0,33,33,0
0.586933,tcp,ftp-data,FIN,8,8,364,668,25.556579,62,252,4348.025879,7973.652832,1,2,83.847569,79.661711,6318.986103,172.296172,255,1872019209,1084030183,255,0.036893,0.02313,0.013763,46,84,0,0,1,1,2,1,1,2,0,0,0,2,1,0
0.210962,tcp,http,FIN,10,14,810,12066,109.024375,62,252,27644.78906,424910.6563,2,5,23.440222,15.163308,1221.50509,1471.04187,255,1628721552,1357532129,255,0.054974,0.00787,0.047104,81,862,1,5482,1,1,1,1,1,2,0,0,1,1,1,0
9.00E-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,18,2,16,16,16,18,0,0,0,17,18,0
0.551398,tcp,ftp-data,FIN,8,16,364,15252,41.712159,62,252,4628.23584,207458.1406,1,6,78.771141,30.885065,5075.501901,3224.492274,255,3552259964,3626413694,255,0.106474,0.073302,0.033172,46,953,0,0,1,1,10,1,1,1,0,0,0,1,1,0
1.887812,tcp,-,FIN,14,14,1282,1308,14.302271,254,252,5047.112793,5148.817871,4,5,145.120851,131.755543,7394.615881,8875.317566,255,2598807014,3104996905,255,0.309632,0.17498,0.134652,92,93,0,0,4,1,1,1,1,2,0,0,0,1,2,0
5.00E-06,udp,-,INT,2,0,1398,0,200000.0051,254,0,1118400000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,699,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0
9.00E-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,2,2,2,6,0,0,0,3,6,0
0.271206,tcp,http,FIN,12,20,906,18772,114.304259,62,252,24512.73242,526065.0625,2,8,24.655091,11.704211,1383.878589,1129.245166,255,4170442171,3508255153,255,0.095505,0.048209,0.047296,76,939,1,8704,1,1,1,1,1,1,0,0,1,30,1,0
0.273756,tcp,-,FIN,12,8,2182,355,69.404872,254,252,58475.42969,9088.385742,3,2,24.886909,37.49057,1294.720838,59.128836,255,1437898249,2822177401,255,0.052454,0.006544,0.04591,182,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0
9.00E-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,3,3,3,5,0,0,0,3,5,0
1.360954,tcp,-,FIN,10,8,534,354,12.491237,254,252,2827.428223,1822.251099,2,1,146.746556,185.574578,8564.922724,301.632406,255,3618309589,3594749778,255,0.134481,0.061924,0.072557,53,44,0,0,4,1,1,1,1,4,0,0,0,10,4,0
5.00E-06,udp,-,INT,2,0,104,0,200000.0051,254,0,83200000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,52,0,0,0,5,2,2,2,2,5,0,0,0,3,5,0
1.31504,mux,-,INT,4,0,400,0,2.281299,254,0,1825.039551,0,0,0,438.346656,0,619.903063,0,0,0,0,0,0,0,0,100,0,0,0,13,2,3,3,3,13,0,0,0,4,13,0
0.505501,tcp,-,FIN,10,6,994,268,29.673533,254,252,14164.16699,3544.998047,2,1,56.093556,88.153398,2847.996951,131.081625,255,688320870,428799800,255,0.144828,0.064733,0.080095,99,45,0,0,4,1,1,1,1,4,0,0,0,1,6,0
9.00E-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,11,2,5,4,4,14,0,0,0,5,11,0
1.696633,tcp,http,FIN,10,10,804,1146,11.198651,62,252,3413.820312,4866.108398,2,2,188.514778,171.142219,11251.67898,292.541938,255,3030233338,891946495,255,0.220663,0.155436,0.065227,80,115,1,123,3,1,4,3,3,3,0,0,9,5,4,0
8.847006,tcp,ftp,FIN,24,22,1276,1650,5.086467,62,252,1105.910889,1424.210693,7,9,384.652446,418.04975,36739.22844,1233.8765,255,1170226815,1964453731,255,0.132981,0.067247,0.065734,53,75,0,0,1,1,2,1,1,2,1,1,0,2,1,0
0.200824,tcp,-,FIN,10,6,1612,268,74.692265,254,252,57801.85547,8923.236328,2,1,21.140222,31.932199,1090.561942,50.807422,255,485544760,537410825,255,0.060976,0.041157,0.019819,161,45,0,0,9,1,3,3,1,9,0,0,0,3,9,0
1.025679,tcp,http,FIN,10,10,806,3040,18.524314,62,252,5662.590332,21340.00977,2,2,113.945111,117.609125,6278.419316,231.201781,255,2711682800,3492617662,255,0.141217,0.084789,0.056428,81,304,0,0,1,1,1,1,1,1,0,0,0,2,1,0
0,arp,-,INT,1,0,46,0,0,0,0,0,0,0,0,60000.744,0,10.95452,0,0,0,0,0,0,0,0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1
1.105296,tcp,http,FIN,10,8,986,354,15.380495,254,252,6427.237305,2243.74292,2,1,119.425333,140.524,9041.430114,198.24175,255,796222362,499501046,255,0.172067,0.121624,0.050443,99,44,1,0,1,1,2,1,1,1,0,0,1,1,2,0
2.00E-06,udp,dns,INT,2,0,114,0,500000.0013,254,0,2.28E+08,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,57,0,0,0,18,2,8,8,8,18,0,0,0,8,18,0
8.00E-06,tcp,-,REQ,2,0,90,0,125000.0003,254,0,4.50E+07,0,1,0,0.008,0,0,0,255,0,0,0,0,0,0,45,0,0,0,9,6,3,1,1,9,0,0,0,4,9,0
0.598877,tcp,http,FIN,10,8,802,1170,28.386463,62,252,9644.717773,13678.93555,2,2,66.541889,61.589855,3653.662263,116.159219,255,1455722072,663419122,255,0.177071,0.091651,0.08542,80,146,1,160,1,1,1,1,1,1,0,0,1,1,1,0
0,arp,-,INT,1,0,46,0,0,0,0,0,0,0,0,60000.728,0,0,0,0,0,0,0,0,0,0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1
4.00E-06,pipe,-,INT,2,0,200,0,250000.0006,254,0,2.00E+08,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,3,3,3,5,0,0,0,27,5,0
0.535746,tcp,-,FIN,10,6,1230,268,27.998344,254,252,16530.22266,3344.868896,2,1,55.915556,91.938398,3255.84107,147.339719,255,2118018463,3872024549,255,0.151135,0.076052,0.075083,123,45,0,0,1,1,1,1,1,1,0,0,0,2,1,0
3.00E-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,1.52E+08,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,57,0,0,0,25,2,15,15,15,25,0,0,0,15,25,0
3.00E-06,udp,-,INT,2,0,1066,0,333333.3215,254,0,1421333248,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,533,0,0,0,28,2,10,10,1,28,0,0,0,10,28,0
0.625121,tcp,-,CON,6,2,978,86,11.197832,62,252,10429.98047,550.293457,2,1,125.0242,0.008,6276.088679,0,255,291591124,1581850473,255,0.341281,0.154039,0.187242,163,43,0,0,3,3,2,2,1,3,0,0,0,2,3,0
0.457947,tcp,http,FIN,10,8,818,1082,37.122201,62,252,12874.85254,16543.40039,2,2,50.883,57.619145,2460.114396,76.499273,255,1846532015,3932221828,255,0.092242,0.053909,0.038333,82,135,1,139,8,1,1,1,1,7,0,0,1,1,7,0
6.00E-06,udp,dns,INT,2,0,114,0,166666.6608,254,0,7.60E+07,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,57,0,0,0,34,2,34,34,18,34,0,0,0,34,34,0
0.752067,tcp,-,FIN,10,8,2516,354,22.604368,254,252,24093.59766,3297.578369,2,1,83.563,84.956289,4253.864383,163.915141,255,2099047116,2048370633,255,0.197384,0.156631,0.040753,252,44,0,0,3,1,1,1,1,2,0,0,0,2,2,0
5.476478,tcp,pop3,FIN,20,22,964,2928,7.486563,62,252,1338.086182,4082.916016,7,8,288.235684,256.886672,23633.77632,626.142625,255,1775466649,2026018359,255,0.169632,0.081168,0.088464,48,133,0,0,1,1,1,1,1,1,0,0,0,2,1,0
0.388402,tcp,ftp-data,FIN,8,8,364,858,38.619782,62,252,6570.512207,15468.50977,1,2,55.486,53.443715,3790.686785,108.143539,255,652942451,1563428267,255,0.064457,0.009525,0.054932,46,107,0,0,1,1,2,1,1,2,0,0,0,2,1,0
0.722124,tcp,-,FIN,10,8,910,354,23.541664,254,252,9073.234375,3434.313232,2,1,77.510333,90.621289,4273.888151,161.782734,255,2817003416,263593308,255,0.16512,0.087767,0.077353,91,44,0,0,3,1,1,1,1,3,0,0,0,1,3,0
1.192537,tcp,ftp,FIN,22,22,1158,1634,36.057583,62,252,7419.476562,10465.08496,7,9,56.787475,56.063191,3163.108819,3790.95465,255,561200225,247659316,255,0.052414,0.006693,0.045721,53,74,0,0,1,1,2,1,1,2,1,1,0,2,1,0
9.00E-06,pipe,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,3,2,1,1,1,4,0,0,0,2,3,0
0.349729,tcp,ftp-data,FIN,8,8,364,836,42.890352,62,252,7297.078613,16744.39258,1,2,49.961286,46.52043,3254.644253,86.401453,255,4157728426,3587459847,255,0.045749,0.023999,0.02175,46,105,0,0,1,1,12,1,1,2,0,0,0,2,1,0
0.709753,tcp,http,FIN,10,10,818,1180,26.769877,62,252,8307.115234,11970.36231,2,2,78.861444,68.092109,5368.571878,103.818195,255,1384004498,1124127616,255,0.145134,0.096246,0.048888,82,118,1,135,1,1,4,1,1,1,0,0,1,1,1,0
9.00E-06,ipv6,-,INT,2,0,86,0,111111.1072,254,0,38222220,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,43,0,0,0,1,2,1,1,1,1,0,0,0,2,1,0
1.00E-06,udp,dns,INT,2,0,114,0,1000000.003,254,0,4.56E+08,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,57,0,0,0,22,2,7,6,6,22,0,0,0,7,22,0
0.841166,tcp,-,FIN,10,6,2516,268,17.832389,254,252,21541.52734,2130.376221,2,0,11279.9681,18795.504,1119539.46,41709.32,255,1997281255,118331848,255,0.181394,0.120637,0.060757,252,45,0,0,8,1,2,2,2,3,0,0,0,2,3,0
0,arp,-,INT,1,0,46,0,0,0,0,0,0,0,0,60000.748,0,0,0,0,0,0,0,0,0,0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1
0.28907,tcp,http,FIN,10,8,872,1374,58.809283,62,252,21724.8418,33292.97266,2,2,32.118889,39.496715,1607.830257,57.065277,255,3450119683,887036748,255,0.060479,0.01183,0.048649,87,172,1,281,1,1,1,1,1,1,0,0,1,1,1,0
1.10E-05,udp,-,INT,2,0,1064,0,90909.0902,254,0,386909088,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,532,0,0,0,4,2,10,2,1,4,0,0,0,2,4,0
8.00E-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,5.70E+07,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,18,2,17,16,16,18,0,0,0,17,18,0
0.523323,tcp,-,FIN,10,8,484,354,32.484718,254,252,6665.099609,4738.947266,2,1,58.080333,67.259,3661.134195,109.149609,255,4215017083,280622176,255,0.100144,0.052502,0.047642,48,44,0,0,12,1,4,4,2,12,0,0,0,4,12,0
1.090849,tcp,-,FIN,60,14,68023,612,66.92035,254,252,490553.6563,4172.896484,27,1,17.662258,70.704922,1783.278915,82.127297,255,771947795,4057222797,255,0.235182,0.171683,0.063499,1134,44,0,0,6,1,1,1,1,3,0,0,0,3,3,0
9.00E-06,bna,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,2,2,2,4,0,0,0,2,4,0
4.229772,tcp,smtp,FIN,40,22,32616,1884,14.421581,62,252,60146.97656,3402.547363,17,8,108.455689,195.680859,11754.03071,472.347781,255,3699176536,2891918690,255,0.251969,0.119828,0.132141,815,86,0,0,2,1,2,1,1,1,0,0,0,3,1,0
8.00E-06,tcp,-,REQ,2,0,90,0,125000.0003,254,0,4.50E+07,0,1,0,0.008,0,0,0,255,0,0,0,0,0,0,45,0,0,0,15,6,9,1,1,15,0,0,0,9,15,0
9.00E-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,34,2,34,34,18,34,0,0,0,34,34,0
1.528732,tcp,-,FIN,16,12,860,642,17.661697,254,252,4223.10791,3082.293213,4,3,96.01567,134.519734,5675.048379,204.1825,255,2293439815,3575207741,255,0.103712,0.049006,0.054706,54,54,0,0,2,1,1,1,1,2,0,0,0,1,2,0
0,arp,-,INT,1,0,46,0,0,0,0,0,0,0,0,60000.624,0,0,0,0,0,0,0,0,0,0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1
9.00E-06,gmtp,-,INT,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,2,2,5,0,0,0,2,5,0
0.239941,tcp,http,FIN,10,12,918,9172,87.521515,62,252,27573.44531,280335.5938,2,4,26.660111,19.146091,1343.941434,0,255,436347661,261157601,255,0.055411,0.009243,0.046168,92,764,1,4086,1,1,14,1,1,1,0,0,1,1,1,0
8.00E-06,udp,-,INT,2,0,104,0,125000.0003,254,0,5.20E+07,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,52,0,0,0,6,2,3,3,1,6,0,0,0,3,6,0
0.845471,tcp,ftp-data,FIN,8,8,364,968,17.74159,62,252,3018.435791,8014.467285,1,2,120.781567,111.369141,9172.435863,263.149406,255,1041656675,1978047477,255,0.069555,0.061979,0.007576,46,121,0,0,1,1,2,1,1,2,0,0,0,3,1,0
3.00E-06,tcp,-,REQ,2,0,90,0,333333.3215,254,0,119999992,0,1,0,0.003,0,0,0,255,0,0,0,0,0,0,45,0,0,0,7,6,3,1,1,7,0,0,0,3,7,0
6.00E-06,udp,dns,INT,2,0,114,0,166666.6608,254,0,7.60E+07,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,57,0,0,0,17,2,16,16,16,16,0,0,0,16,16,0
0.217203,tcp,-,CON,6,2,986,86,32.227915,62,252,30275.82422,1583.771851,2,1,43.4406,0.001,2427.587739,0,255,139524629,3267948499,255,0.162864,0.116748,0.046116,164,43,0,0,10,3,3,3,1,10,0,0,0,4,10,0
7.00E-06,unas,-,INT,2,0,200,0,142857.1409,254,0,114285712,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,3,3,3,5,0,0,0,17,5,0
0.76645,tcp,-,FIN,10,6,2516,268,19.570749,254,252,23641.46484,2338.052002,2,1,85.056778,125.209203,4236.748902,184.627453,255,2191105702,1319963129,255,0.229181,0.140402,0.088779,252,45,0,0,3,1,2,2,2,3,0,0,0,4,4,0
4.00E-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,1.14E+08,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,57,0,0,0,17,2,16,16,16,17,0,0,0,17,17,0
2.746618,tcp,-,FIN,12,10,994,808,7.645766,254,252,2656.357666,2120.425781,3,2,249.692545,294.242344,14706.47102,582.748125,255,931546133,3836687676,255,0.297397,0.097705,0.199692,83,81,0,0,2,1,1,1,1,1,0,0,0,2,2,0
8.00E-06,unas,-,INT,2,0,200,0,125000.0003,254,0,1.00E+08,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,1,1,1,5,0,0,0,2,5,0
0.600186,tcp,http,FIN,10,12,826,4162,34.989154,62,252,9916.925781,50864.23438,2,3,66.687333,52.031092,4461.470225,3676.088872,255,1765484592,3716358357,255,0.101255,0.027169,0.074086,83,347,1,1571,1,1,1,1,1,1,0,0,1,1,1,0
3.509459,tcp,http,FIN,60,16,68197,698,21.370815,254,252,152869.1406,1493.107666,27,1,60.492345,225.117406,7717.850452,418.472219,255,294862005,2737368143,255,0.356673,0.132695,0.223978,1137,44,1,0,1,1,1,1,1,1,0,0,1,1,1,0
9.00E-06,tcp,-,REQ,2,0,90,0,111111.1072,254,0,4.00E+07,0,1,0,0.009,0,0,0,255,0,0,0,0,0,0,45,0,0,0,11,6,4,1,1,11,0,0,0,4,11,0
0,arp,-,INT,1,0,46,0,0,0,0,0,0,0,0,60000.696,0,15.492023,0,0,0,0,0,0,0,0,46,0,0,0,1,2,1,1,1,1,0,0,0,1,1,1
8.00E-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,5.70E+07,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,57,0,0,0,33,2,17,17,17,33,0,0,0,17,33,0
1.122994,tcp,-,FIN,30,26,6840,3394,48.976221,254,252,47102.65625,23252.12891,12,11,38.72393,44.667801,1924.82072,52.656078,255,1861587520,3564170073,255,0.059872,0.00569,0.054182,228,131,0,0,1,1,1,1,1,1,0,0,0,2,1,0
4.00E-06,visa,-,INT,2,0,200,0,250000.0006,254,0,2.00E+08,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,100,0,0,0,7,2,3,3,3,7,0,0,0,3,7,0
0,arp,-,INT,1,0,46,0,0,0,0,0,0,0,0,60000.776,0,0,0,0,0,0,0,0,0,0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1
9.00E-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,19,2,17,16,16,19,0,0,0,17,19,0
9.00E-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,25,2,9,9,9,25,0,0,0,9,25,0
3.00E-06,sctp,-,INT,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,1,1,1,5,0,0,0,15,5,0
2.236229,tcp,-,CON,6,2,978,86,3.13027,62,252,2915.622803,153.830399,2,1,447.2458,0.008,26028.38883,0,255,288207443,2078555686,255,1.784456,0.394873,1.389583,163,43,0,0,3,3,1,1,1,2,0,0,0,2,2,0
5.00E-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,57,0,0,0,38,2,13,13,6,38,0,0,0,13,38,0
9.00E-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,33,2,33,33,16,34,0,0,0,33,33,0
4.00E-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,1.14E+08,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,57,0,0,0,24,2,13,13,13,24,0,0,0,13,24,0
6.00E-06,udp,dns,INT,2,0,114,0,166666.6608,254,0,7.60E+07,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,57,0,0,0,2,2,3,2,2,3,0,0,0,3,2,0
2.00E-06,udp,dns,INT,2,0,114,0,500000.0013,254,0,2.28E+08,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,57,0,0,0,26,2,27,25,12,26,0,0,0,26,26,0
0.48671,tcp,ftp,FIN,12,12,696,682,47.256065,254,252,10486.73731,10289.49414,3,4,44.246365,42.033727,2637.607085,57.405918,255,590460230,2419748853,255,0.052313,0.023573,0.02874,58,57,0,0,2,1,1,1,1,2,0,0,0,1,2,0
0.15963,tcp,-,CON,6,2,986,86,43.851406,62,252,41195.26563,2154.983398,2,1,31.926,0.008,2094.000271,0,255,2536481671,111146295,255,0.147589,0.068889,0.0787,164,43,0,0,9,3,3,3,1,9,0,0,0,3,9,0
0.108851,tcp,-,CON,6,2,986,86,64.30809,62,252,60412.85938,3160.283203,2,1,21.7702,0.007,1158.493644,0,255,3696098967,3557461205,255,0.074289,0.042314,0.031975,164,43,0,0,11,3,7,7,1,11,0,0,0,7,11,0
7.00E-06,sctp,-,INT,2,0,1080,0,142857.1409,254,0,617142848,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,540,0,0,0,1,2,1,1,1,3,0,0,0,1,1,0
8.00E-06,unas,-,INT,2,0,200,0,125000.0003,254,0,1.00E+08,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,2,2,5,0,0,0,2,5,0
3.00E-06,trunk-2,-,INT,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,2,2,7,0,0,0,2,5,0
6.167101,tcp,-,FIN,374,68,489444,2950,71.508478,254,252,633212.9375,3770.977783,184,2,16.436823,90.931133,1958.491432,111.68293,255,1821638030,991193380,255,0.163293,0.074706,0.088587,1309,43,0,0,5,1,1,1,1,1,0,0,0,2,1,0
59.991383,arp,-,INT,1,0,46,0,0,0,0,0,0,0,0,60000.544,0,10.954501,0,0,0,0,0,0,0,0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1
5.00E-06,argus,-,INT,2,0,180,0,200000.0051,254,0,1.44E+08,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,90,0,0,0,10,2,11,10,10,10,0,0,0,10,10,0
1.118297,tcp,-,FIN,20,8,10130,812,24.143855,254,252,68847.54688,5086.305664,6,2,55.547684,149.001281,4410.574535,199.363969,255,2924649013,3794775976,255,0.143744,0.075287,0.068457,507,102,0,0,3,1,13,1,1,13,0,0,0,14,1,0
9.00E-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,57,0,0,0,22,2,22,22,14,22,0,0,0,22,22,0
0.226951,tcp,http,FIN,10,6,1204,268,66.093561,254,252,38210.89063,7895.977539,2,1,25.216778,43.577,1208.34966,65.988586,255,2530928003,603978966,255,0.054884,0.008002,0.046882,120,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0
1.00E-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,57,0,0,0,25,2,17,17,17,25,0,0,0,17,25,0
1.510621,tcp,pop3,FIN,20,22,970,6674,27.141157,62,252,4882.760254,33739.76953,7,9,79.506368,69.488479,3973.409646,3655.557216,255,2732080908,3412769490,255,0.102714,0.050201,0.052513,49,303,0,0,1,1,1,1,1,1,0,0,0,2,1,0
0.635921,tcp,-,FIN,10,6,2516,268,23.587836,254,252,28494.10547,2817.960205,2,1,70.555333,114.374797,3560.736929,174.650813,255,175305769,3083381720,255,0.106401,0.064042,0.042359,252,45,0,0,4,1,1,1,1,3,0,0,0,2,3,0
0.488317,tcp,http,FIN,10,8,816,2200,34.81345,62,252,12041.3584,31536.89063,2,2,54.257444,57.132715,3033.122802,76.340422,255,3901621174,697132413,255,0.115425,0.087789,0.027636,82,275,1,694,1,1,1,1,1,1,0,0,1,17,1,0
0.633093,tcp,-,FIN,10,6,994,268,23.693201,254,252,11309.55469,2830.547852,2,1,66.728444,104.897,3310.627808,151.475234,255,4254241422,128836357,255,0.181615,0.108607,0.073008,99,45,0,0,5,1,2,1,1,6,0,0,0,1,8,0
1.157229,tcp,http,FIN,10,8,966,354,14.690265,254,252,6014.367188,2143.050537,2,1,122.332,153.646422,6567.37353,298.373125,255,2087719862,2604545912,255,0.239136,0.081698,0.157438,97,44,0,0,1,1,1,1,1,5,0,0,0,1,1,0
9.00E-06,udp,-,INT,2,0,324,0,111111.1072,254,0,1.44E+08,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,162,0,0,0,4,2,1,1,1,2,0,0,0,2,1,0
1.19211,tcp,ftp,FIN,64,20,68216,1026,69.624451,254,252,450636.2813,6543.020508,29,4,18.922381,60.216367,1649.850699,68.532969,255,1014761969,1207629785,255,0.167079,0.047348,0.119731,1066,51,0,0,3,1,1,1,1,3,1,1,0,1,3,0
